STATION,DATE,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP
72223013894,2024-03-05T03:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"110,5,N,0046,5","01981,5,M,N","016093,5,N,5","+0189,5","+0178,5","10145,5"
72223013894,2024-03-05T04:54:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"190,5,N,0026,5","00152,5,M,N","011265,5,N,5","+0190,5","+0180,5","99999,9"
72223013894,2024-03-05T04:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,V,0021,5","00152,5,M,N","011265,5,N,5","+0194,5","+0183,5","10165,5"
72223013894,2024-03-05T05:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"040,5,N,0021,5","00152,5,M,N","016093,5,N,5","+0194,5","+0183,5","10152,5"
72223013894,2024-03-05T05:59:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",SOD  ,KMOB ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
72223013894,2024-03-05T06:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"040,1,N,0021,1","99999,9,9,N","016000,1,9,9","+0194,1","+0183,1","10152,1"
72223013894,2024-03-05T06:14:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"060,5,N,0036,5","00122,5,M,N","016093,5,N,5","+0189,5","+0183,5","99999,9"
72223013894,2024-03-05T06:54:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"100,5,N,0031,5","00183,5,M,N","009656,5,N,5","+0190,5","+0180,5","99999,9"
72223013894,2024-03-05T06:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"100,5,N,0036,5","00183,5,M,N","009656,5,N,5","+0189,5","+0183,5","10148,5"
72223013894,2024-03-05T07:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"120,5,N,0046,5","00244,5,M,N","011265,5,N,5","+0189,5","+0178,5","10135,5"
72223013894,2024-03-05T08:45:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"100,5,N,0067,5","01097,5,M,N","016093,5,N,5","+0189,5","+0172,5","99999,9"
72223013894,2024-03-05T08:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"120,5,N,0062,5","02743,5,M,N","016093,5,N,5","+0183,5","+0167,5","10120,5"
72223013894,2024-03-05T09:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"120,1,N,0062,1","99999,9,9,N","016000,1,9,9","+0183,1","+0167,1","10120,1"
72223013894,2024-03-05T09:35:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"100,5,N,0041,5","00366,5,M,N","016093,5,N,5","+0183,5","+0167,5","99999,9"
72223013894,2024-03-05T09:54:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"110,5,N,0041,5","03353,5,M,N","012875,5,N,5","+0180,5","+0170,5","99999,9"
72223013894,2024-03-05T09:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"110,5,N,0036,5","03353,5,M,N","014484,5,N,5","+0178,5","+0167,5","10115,5"
72223013894,2024-03-05T10:04:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"110,5,N,0041,5","00518,5,M,N","016093,5,N,5","+0183,5","+0172,5","99999,9"
72223013894,2024-03-05T10:20:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"060,5,N,0031,5","00274,5,M,N","016093,5,N,5","+0183,5","+0172,5","99999,9"
72223013894,2024-03-05T10:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"110,5,N,0026,5","00244,5,M,N","016093,5,N,5","+0183,5","+0172,5","10124,5"
72223013894,2024-03-05T11:37:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"130,5,N,0057,5","00305,5,M,N","016093,5,N,5","+0183,5","+0172,5","99999,9"
72223013894,2024-03-05T11:54:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"130,5,N,0072,5","00274,5,M,N","009656,5,N,5","+0180,5","+0170,5","99999,9"
72223013894,2024-03-05T11:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"130,5,N,0072,5","00274,5,M,N","009656,5,N,5","+0183,5","+0172,5","10115,5"
72223013894,2024-03-05T12:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"130,1,N,0072,1","99999,9,9,N","009000,1,9,9","+0183,1","+0172,1","10115,1"
72223013894,2024-03-05T12:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"140,5,N,0051,5","00244,5,M,N","004828,5,N,5","+0183,5","+0167,5","10128,5"
72223013894,2024-03-05T13:54:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"130,5,N,0057,5","00305,5,M,N","004828,5,N,5","+0180,5","+0170,5","99999,9"
72223013894,2024-03-05T13:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"140,5,N,0046,5","00305,5,M,N","004828,5,N,5","+0183,5","+0167,5","10129,5"
72223013894,2024-03-05T14:43:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"140,5,N,0046,5","03353,5,M,N","006437,5,N,5","+0183,5","+0167,5","99999,9"
72223013894,2024-03-05T14:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"140,5,N,0062,5","03353,5,M,N","006437,5,N,5","+0183,5","+0172,5","10132,5"
72223013894,2024-03-05T15:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"140,1,N,0062,1","99999,9,9,N","006000,1,9,9","+0183,1","+0172,1","10132,1"
72223013894,2024-03-05T15:15:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"130,5,N,0082,5","00914,5,M,N","008047,5,N,5","+0183,5","+0172,5","99999,9"
72223013894,2024-03-05T15:26:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"130,5,N,0067,5","00274,5,M,N","008047,5,N,5","+0183,5","+0172,5","99999,9"
72223013894,2024-03-05T15:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"130,5,N,0051,5","00244,5,M,N","008047,5,N,5","+0189,5","+0172,5","10128,5"
72223013894,2024-03-05T16:41:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"110,5,N,0046,5","00305,5,M,N","008047,5,N,5","+0200,5","+0172,5","99999,9"
72223013894,2024-03-05T16:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"110,5,N,0051,5","00366,5,M,N","008047,5,N,5","+0200,5","+0172,5","10113,5"
72223013894,2024-03-05T17:30:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"110,5,N,0051,5","00457,5,M,N","011265,5,N,5","+0206,5","+0178,5","99999,9"
72223013894,2024-03-05T17:43:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"120,5,N,0046,5","00366,5,M,N","011265,5,N,5","+0206,5","+0172,5","99999,9"
72223013894,2024-03-05T17:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"110,5,N,0041,5","00366,5,M,N","011265,5,N,5","+0206,5","+0172,5","10106,5"
72223013894,2024-03-05T18:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"110,1,N,0041,1","99999,9,9,N","011000,1,9,9","+0206,1","+0172,1","10106,1"
72223013894,2024-03-05T18:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","00396,5,M,N","011265,5,N,5","+0217,5","+0172,5","10102,5"
72223013894,2024-03-05T18:58:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"070,5,N,0015,5","00457,5,M,N","011265,5,N,5","+0217,5","+0172,5","99999,9"
72223013894,2024-03-05T19:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","00579,5,M,N","011265,5,N,5","+0217,5","+0172,5","10117,5"
72223013894,2024-03-05T20:48:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"020,5,N,0046,5","00579,5,M,N","003219,5,N,5","+0200,5","+0183,5","99999,9"
72223013894,2024-03-05T20:56:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"360,5,N,0041,5","00579,5,M,N","004828,5,N,5","+0189,5","+0161,5","10116,5"
72223013894,2024-03-05T21:11:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"030,5,N,0026,5","01067,5,M,N","011265,5,N,5","+0183,5","+0161,5","99999,9"
72223013894,2024-03-05T21:56:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"150,5,N,0015,5","01402,5,M,N","011265,5,N,5","+0189,5","+0172,5","10112,5"
72223013894,2024-03-05T22:56:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"170,5,N,0041,5","02134,5,M,N","006437,5,N,5","+0183,5","+0167,5","10111,5"
72223013894,2024-03-05T23:56:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"100,5,N,0041,5","03658,5,M,N","016093,5,N,5","+0178,5","+0167,5","10083,5"
72223013894,2024-03-06T00:56:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"280,5,N,0021,5","06096,5,M,N","016093,5,N,5","+0172,5","+0161,5","10087,5"
72223013894,2024-03-06T01:56:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","014484,5,N,5","+0161,5","+0156,5","10091,5"
72223013894,2024-03-06T02:54:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"320,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0160,5","+0140,5","99999,9"
72223013894,2024-03-06T02:56:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"310,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0156,5","+0150,5","10105,5"
72223013894,2024-03-06T03:25:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"320,5,N,0021,5","00213,5,M,N","011265,5,N,5","+0161,5","+0150,5","99999,9"
72223013894,2024-03-06T03:54:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"999,9,C,0000,5","00518,5,M,N","011265,5,N,5","+0160,5","+0150,5","99999,9"
72223013894,2024-03-06T03:56:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","00518,5,M,N","011265,5,N,5","+0161,5","+0150,5","10110,5"
72223013894,2024-03-06T04:44:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"999,9,C,0000,5","00396,5,M,N","016093,5,N,5","+0161,5","+0156,5","99999,9"
72223013894,2024-03-06T04:56:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","00396,5,M,N","016093,5,N,5","+0167,5","+0156,5","10108,5"
72223013894,2024-03-06T05:56:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","00366,5,M,N","016093,5,N,5","+0167,5","+0156,5","10106,5"
72223013894,2024-03-06T05:59:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",SOD  ,KMOB ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
72223013894,2024-03-06T06:15:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"999,9,C,0000,5","00914,5,M,N","016093,5,N,5","+0161,5","+0156,5","99999,9"
72223013894,2024-03-06T06:50:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"160,5,N,0015,5","22000,5,9,N","002816,5,N,5","+0160,5","+0150,5","99999,9"
72223013894,2024-03-06T06:56:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"140,5,N,0021,5","22000,5,9,N","003219,5,V,5","+0150,5","+0144,5","10099,5"
72223013894,2024-03-06T07:05:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"150,5,N,0015,5","22000,5,9,N","009656,5,N,5","+0144,5","+0139,5","99999,9"
72223013894,2024-03-06T07:23:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","002816,5,N,5","+0150,5","+0144,5","99999,9"
72223013894,2024-03-06T07:32:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"300,5,N,0015,5","22000,5,9,N","004828,5,N,5","+0144,5","+0139,5","99999,9"
72223013894,2024-03-06T07:38:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"310,5,N,0015,5","22000,5,9,N","002816,5,V,5","+0139,5","+0133,5","99999,9"
72223013894,2024-03-06T07:48:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"999,9,C,0000,5","00488,5,M,N","002012,5,N,5","+0139,5","+0133,5","99999,9"
72223013894,2024-03-06T07:54:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"999,9,C,0000,5","00396,5,W,N","001609,5,V,5","+0140,5","+0130,5","99999,9"
72223013894,2024-03-06T07:56:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","00396,5,M,N","002012,5,V,5","+0139,5","+0133,5","10098,5"
72223013894,2024-03-06T08:03:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"170,5,N,0015,5","00396,5,M,N","006437,5,N,5","+0144,5","+0139,5","99999,9"
72223013894,2024-03-06T08:29:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"270,5,N,0015,5","00213,5,M,N","016093,5,N,5","+0144,5","+0139,5","99999,9"
72223013894,2024-03-06T08:56:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","00213,5,M,N","016093,5,N,5","+0156,5","+0150,5","10100,5"
72223013894,2024-03-06T09:17:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"999,9,C,0000,5","00091,5,M,N","004023,5,N,5","+0156,5","+0150,5","99999,9"
72223013894,2024-03-06T09:33:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"999,9,C,0000,5","00061,5,M,N","002816,5,N,5","+0161,5","+0156,5","99999,9"
72223013894,2024-03-06T09:54:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"250,5,N,0015,5","00091,5,W,N","001207,5,N,5","+0170,5","+0160,5","99999,9"
72223013894,2024-03-06T09:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"240,5,N,0015,5","00061,5,W,N","001207,5,N,5","+0167,5","+0161,5","10102,5"
72223013894,2024-03-06T10:22:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"250,5,N,0026,5","00091,5,M,N","002816,5,N,5","+0167,5","+0161,5","99999,9"
72223013894,2024-03-06T10:25:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"999,9,C,0000,5","00091,5,M,N","004828,5,N,5","+0167,5","+0161,5","99999,9"
72223013894,2024-03-06T10:53:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"260,5,N,0021,5","00061,5,M,N","002816,5,N,5","+0170,5","+0160,5","99999,9"
72223013894,2024-03-06T10:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"270,5,N,0021,5","00061,5,M,N","002816,5,N,5","+0167,5","+0161,5","10105,5"
72223013894,2024-03-06T11:12:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"270,5,N,0021,5","00061,5,M,N","004828,5,N,5","+0167,5","+0161,5","99999,9"
72223013894,2024-03-06T11:54:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"290,5,V,0041,5","00091,5,M,N","001609,5,N,5","+0170,5","+0160,5","99999,9"
72223013894,2024-03-06T11:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"300,5,N,0031,5","00091,5,M,N","001207,5,N,5","+0167,5","+0161,5","10111,5"
72223013894,2024-03-06T12:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"300,1,N,0031,1","99999,9,9,N","001200,1,9,9","+0167,1","+0161,1","10111,1"
72223013894,2024-03-06T12:18:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"300,5,N,0036,5","00061,5,M,N","001609,5,N,5","+0167,5","+0161,5","99999,9"
72223013894,2024-03-06T12:24:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"310,5,N,0031,5","00061,5,M,N","004828,5,N,5","+0167,5","+0161,5","99999,9"
72223013894,2024-03-06T12:54:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"300,5,N,0021,5","00213,5,M,N","009656,5,N,5","+0170,5","+0160,5","99999,9"
72223013894,2024-03-06T12:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"310,5,N,0021,5","00213,5,M,N","009656,5,N,5","+0172,5","+0161,5","10114,5"
72223013894,2024-03-06T12:59:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"300,5,N,0021,5","04572,5,M,N","011265,5,N,5","+0172,5","+0161,5","99999,9"
72223013894,2024-03-06T13:43:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"999,9,V,0015,5","00213,5,M,N","011265,5,N,5","+0183,5","+0167,5","99999,9"
72223013894,2024-03-06T13:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"280,5,N,0026,5","00213,5,M,N","011265,5,N,5","+0183,5","+0161,5","10122,5"
72223013894,2024-03-06T14:44:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"310,5,N,0036,5","00305,5,M,N","011265,5,N,5","+0189,5","+0156,5","99999,9"
72223013894,2024-03-06T14:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"320,5,N,0041,5","00335,5,M,N","011265,5,N,5","+0194,5","+0156,5","10127,5"
72223013894,2024-03-06T15:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"320,1,N,0041,1","99999,9,9,N","011000,1,9,9","+0194,1","+0156,1","10127,1"
72223013894,2024-03-06T15:06:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-16,KMOB ,V030,"330,5,N,0046,5","03962,5,M,N","011265,5,N,5","+0206,5","+0161,5","99999,9"
72223013894,2024-03-06T15:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"320,5,N,0026,5","03962,5,M,N","011265,5,N,5","+0217,5","+0161,5","10124,5"
72223013894,2024-03-06T16:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"340,5,N,0036,5","07620,5,M,N","016093,5,N,5","+0233,5","+0156,5","10125,5"
72223013894,2024-03-06T17:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"300,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0244,5","+0156,5","10122,5"
72223013894,2024-03-06T18:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"300,1,N,0041,1","22000,1,9,N","016000,1,9,9","+0244,1","+0156,1","10122,1"
72223013894,2024-03-06T18:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"350,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0261,5","+0150,5","10113,5"
72223013894,2024-03-06T19:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"340,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0267,5","+0139,5","10108,5"
72223013894,2024-03-06T20:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"340,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0272,5","+0139,5","10102,5"
72223013894,2024-03-06T21:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"340,1,N,0057,1","22000,1,9,N","016000,1,9,9","+0272,1","+0139,1","10102,1"
72223013894,2024-03-06T21:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"300,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0261,5","+0128,5","10102,5"
72223013894,2024-03-06T22:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"350,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0261,5","+0122,5","10108,5"
72223013894,2024-03-06T23:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"330,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0228,5","+0128,5","10116,5"
72223013894,2024-03-07T00:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"330,1,N,0021,1","22000,1,9,N","016000,1,9,9","+0228,1","+0128,1","10116,1"
72223013894,2024-03-07T00:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0194,5","+0139,5","10124,5"
72223013894,2024-03-07T01:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0183,5","+0133,5","10128,5"
72223013894,2024-03-07T02:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0167,5","+0139,5","10133,5"
72223013894,2024-03-07T03:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"999,9,C,0000,1","22000,1,9,N","016000,1,9,9","+0167,1","+0139,1","10133,1"
72223013894,2024-03-07T03:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0161,5","+0133,5","10135,5"
72223013894,2024-03-07T04:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0144,5","+0128,5","10138,5"
72223013894,2024-03-07T05:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0161,5","+0128,5","10137,5"
72223013894,2024-03-07T05:59:00,6,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",SOD  ,KMOB ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9"
72223013894,2024-03-07T06:00:00,4,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-12,99999,V020,"999,9,C,0000,1","99999,9,9,N","016000,1,9,9","+0161,1","+0128,1","10137,1"
72223013894,2024-03-07T06:56:00,7,30.68819,-88.24598,65.5,"MOBILE REGIONAL AIRPORT, AL US",FM-15,KMOB ,V030,"360,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0156,5","+0128,5","10135,5"
