STATION,DATE_TIME,SOURCE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,QUALITY_CONTROL,WND,CIG,VIS,TMP,DEW,SLP,DATE,EVENT
72323003856,2024-05-08T05:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"190,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0228,5","+0217,5","10085,5",05/08/2024,
72323003856,2024-05-08T05:59:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",SOD  ,KHSV ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",05/08/2024,
72323003856,2024-05-08T06:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"190,1,N,0021,1","99999,9,9,N","016000,1,9,9","+0228,1","+0217,1","10085,1",05/08/2024,
72323003856,2024-05-08T06:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"170,5,N,0026,5","22000,5,9,N","012875,5,N,5","+0222,5","+0211,5","10082,5",05/08/2024,
72323003856,2024-05-08T07:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"190,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0228,5","+0217,5","10079,5",05/08/2024,
72323003856,2024-05-08T08:53:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"200,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0228,5","+0217,5","10076,5",05/08/2024,
72323003856,2024-05-08T09:51:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"210,5,N,0015,5","00396,5,M,N","016093,5,N,5","+0230,5","+0220,5","99999,9",05/08/2024,
72323003856,2024-05-08T09:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"200,5,N,0015,5","00396,5,M,N","016093,5,N,5","+0228,5","+0217,5","10080,5",05/08/2024,
72323003856,2024-05-08T10:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"210,5,N,0021,5","00305,5,M,N","016093,5,N,5","+0228,5","+0217,5","10087,5",05/08/2024,
72323003856,2024-05-08T11:24:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"210,5,N,0031,5","00488,5,M,N","012875,5,N,5","+0233,5","+0217,5","99999,9",05/08/2024,
72323003856,2024-05-08T11:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"200,5,N,0026,5","00518,5,M,N","012875,5,N,5","+0233,5","+0217,5","10094,5",05/08/2024,
72323003856,2024-05-08T12:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"200,1,N,0026,1","99999,9,9,N","012000,1,9,9","+0233,1","+0217,1","10094,1",05/08/2024,
72323003856,2024-05-08T12:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"200,5,N,0041,5","00549,5,M,N","014484,5,N,5","+0239,5","+0217,5","10098,5",05/08/2024,
72323003856,2024-05-08T13:53:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"220,5,N,0046,5","00488,5,M,N","011265,5,N,5","+0239,5","+0217,5","10099,5",05/08/2024,
72323003856,2024-05-08T14:18:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"200,5,N,0036,5","00427,5,M,N","009656,5,N,5","+0239,5","+0222,5","99999,9",05/08/2024,
72323003856,2024-05-08T14:39:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"200,5,N,0046,5","00488,5,M,N","016093,5,N,5","+0244,5","+0228,5","99999,9",05/08/2024,
72323003856,2024-05-08T14:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"190,5,N,0057,5","00671,5,M,N","016093,5,N,5","+0244,5","+0222,5","10094,5",05/08/2024,
72323003856,2024-05-08T15:20:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"200,5,N,0041,5","00427,5,M,N","016093,5,N,5","+0244,5","+0217,5","99999,9",05/08/2024,
72323003856,2024-05-08T15:38:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"210,5,N,0046,5","00549,5,M,N","016093,5,N,5","+0261,5","+0222,5","99999,9",05/08/2024,
72323003856,2024-05-08T15:51:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"200,5,N,0051,5","01372,5,M,N","016093,5,N,5","+0270,5","+0220,5","99999,9",05/08/2024,
72323003856,2024-05-08T15:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"210,5,N,0057,5","22000,5,9,N","016093,5,N,5","+0272,5","+0222,5","10090,5",05/08/2024,
72323003856,2024-05-08T16:07:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"210,5,N,0051,5","00853,5,M,N","016093,5,N,5","+0267,5","+0217,5","99999,9",05/08/2024,
72323003856,2024-05-08T16:51:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"200,5,N,0062,5","00945,5,M,N","016093,5,N,5","+0280,5","+0220,5","99999,9",05/08/2024,
72323003856,2024-05-08T16:53:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"200,5,N,0062,5","22000,5,9,N","016093,5,N,5","+0283,5","+0217,5","10082,5",05/08/2024,
72323003856,2024-05-08T17:53:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"210,5,N,0051,5","01494,5,M,N","016093,5,N,5","+0283,5","+0217,5","10079,5",05/08/2024,
72323003856,2024-05-08T18:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"190,5,N,0067,5","01981,5,M,N","016093,5,N,5","+0294,5","+0222,5","10072,5",05/08/2024,
72323003856,2024-05-08T19:53:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"190,5,N,0051,5","01676,5,M,N","016093,5,N,5","+0300,5","+0222,5","10069,5",05/08/2024,
72323003856,2024-05-08T20:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"200,5,N,0072,5","22000,5,9,N","016093,5,N,5","+0300,5","+0222,5","10057,5",05/08/2024,
72323003856,2024-05-08T21:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"200,1,N,0072,1","22000,1,9,N","016000,1,9,9","+0300,1","+0222,1","10057,1",05/08/2024,
72323003856,2024-05-08T21:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"200,5,N,0051,5","01372,5,M,N","016093,5,N,5","+0289,5","+0222,5","10052,5",05/08/2024,
72323003856,2024-05-08T22:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"190,5,N,0041,5","01829,5,M,N","016093,5,N,5","+0283,5","+0222,5","10051,5",05/08/2024,
72323003856,2024-05-08T23:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"180,5,N,0041,5","01829,5,M,N","016093,5,N,5","+0283,5","+0222,5","10050,5",05/08/2024,
72323003856,2024-05-09T00:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"180,1,N,0041,1","99999,9,9,N","016000,1,9,9","+0283,1","+0222,1","10050,1",05/09/2024,
72323003856,2024-05-09T00:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"180,5,N,0021,5","02286,5,M,N","016093,5,N,5","+0267,5","+0222,5","10048,5",05/09/2024,
72323003856,2024-05-09T01:33:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"180,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0267,5","+0228,5","99999,9",05/09/2024,
72323003856,2024-05-09T01:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"140,5,N,0036,5","01524,5,M,N","016093,5,N,5","+0261,5","+0233,5","10047,5",05/09/2024,
72323003856,2024-05-09T02:24:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"230,5,N,0057,5","01402,5,M,N","016093,5,N,5","+0267,5","+0228,5","99999,9",05/09/2024,
72323003856,2024-05-09T02:42:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"210,5,N,0036,5","01524,5,M,N","016093,5,N,5","+0272,5","+0222,5","99999,9",05/09/2024,
72323003856,2024-05-09T02:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"999,9,V,0026,5","01524,5,M,N","016093,5,N,5","+0270,A","+0220,A","10063,5",05/09/2024,
72323003856,2024-05-09T03:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"999,9,N,0026,1","99999,9,9,N","016000,1,9,9","+0267,1","+0222,1","10063,1",05/09/2024,
72323003856,2024-05-09T03:43:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"220,5,N,0072,5","07620,5,M,N","016093,5,N,5","+0267,5","+0217,5","99999,9",05/09/2024,
72323003856,2024-05-09T03:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"220,5,N,0067,5","07620,5,M,N","016093,5,N,5","+0267,5","+0217,5","10059,5",05/09/2024,
72323003856,2024-05-09T04:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"210,5,N,0057,5","07620,5,M,N","016093,5,N,5","+0261,5","+0217,5","10062,5",05/09/2024,
72323003856,2024-05-09T05:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"210,5,N,0051,5","02743,5,M,N","016093,5,N,5","+0261,5","+0217,5","10059,5",05/09/2024,
72323003856,2024-05-09T05:59:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",SOD  ,KHSV ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",05/09/2024,
72323003856,2024-05-09T06:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"210,1,N,0051,1","99999,9,9,N","016000,1,9,9","+0261,1","+0217,1","10059,1",05/09/2024,
72323003856,2024-05-09T06:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"210,5,N,0062,5","02743,5,M,N","016093,5,N,5","+0256,5","+0217,5","10058,5",05/09/2024,
72323003856,2024-05-09T07:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"220,5,N,0057,5","02286,5,M,N","016093,5,N,5","+0256,5","+0217,5","10065,5",05/09/2024,
72323003856,2024-05-09T08:15:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"220,5,N,0062,5","00701,5,M,N","016093,5,N,5","+0256,5","+0217,5","99999,9",05/09/2024,
72323003856,2024-05-09T08:22:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"220,5,N,0072,5","01829,5,M,N","016093,5,N,5","+0250,5","+0217,5","99999,9",05/09/2024,
72323003856,2024-05-09T08:35:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"220,5,N,0057,5","00701,5,M,N","016093,5,N,5","+0256,5","+0217,5","99999,9",05/09/2024,
72323003856,2024-05-09T08:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"220,5,N,0067,5","00671,5,M,N","016093,5,N,5","+0256,5","+0217,5","10064,5",05/09/2024,
72323003856,2024-05-09T09:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"220,1,N,0067,1","99999,9,9,N","016000,1,9,9","+0256,1","+0217,1","10064,1",05/09/2024,
72323003856,2024-05-09T09:14:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"230,5,N,0062,5","00640,5,M,N","016093,5,N,5","+0250,5","+0217,5","99999,9",05/09/2024,
72323003856,2024-05-09T09:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"340,5,N,0072,5","00762,5,M,N","008047,5,N,5","+0200,5","+0178,5","10090,5",05/09/2024,
72323003856,2024-05-09T09:55:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"340,5,N,0041,5","00945,5,M,N","004828,5,N,5","+0194,5","+0178,5","99999,9",05/09/2024,
72323003856,2024-05-09T09:58:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"020,5,V,0036,5","00732,5,M,N","002816,5,N,5","+0194,5","+0178,5","99999,9",05/09/2024,
72323003856,2024-05-09T10:07:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"020,5,N,0026,5","00640,5,M,N","002816,5,N,5","+0189,5","+0178,5","99999,9",05/09/2024,
72323003856,2024-05-09T10:13:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"999,9,C,0000,5","00732,5,M,N","001207,5,N,5","+0189,5","+0183,5","99999,9",05/09/2024,
72323003856,2024-05-09T10:27:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"040,5,N,0026,5","00975,5,M,N","002816,5,N,5","+0183,5","+0178,5","99999,9",05/09/2024,
72323003856,2024-05-09T10:32:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"060,5,N,0026,5","01097,5,M,N","004828,5,N,5","+0183,5","+0178,5","99999,9",05/09/2024,
72323003856,2024-05-09T10:47:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"140,5,N,0051,5","01341,5,M,N","006437,5,N,5","+0190,5","+0180,5","99999,9",05/09/2024,
72323003856,2024-05-09T10:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"130,5,N,0031,5","01341,5,M,N","008047,5,N,5","+0189,5","+0183,5","10083,5",05/09/2024,
72323003856,2024-05-09T11:14:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"120,5,N,0026,5","01372,5,M,N","008047,5,N,5","+0189,5","+0183,5","99999,9",05/09/2024,
72323003856,2024-05-09T11:37:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"150,5,N,0041,5","01981,5,M,N","004023,5,N,5","+0189,5","+0183,5","99999,9",05/09/2024,
72323003856,2024-05-09T11:48:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"140,5,N,0041,5","01676,5,M,N","009656,5,N,5","+0190,5","+0180,5","99999,9",05/09/2024,
72323003856,2024-05-09T11:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"120,5,N,0041,5","01676,5,M,N","009656,5,N,5","+0189,5","+0183,5","10084,5",05/09/2024,
72323003856,2024-05-09T12:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"120,1,N,0041,1","99999,9,9,N","009000,1,9,9","+0189,1","+0183,1","10084,1",05/09/2024,
72323003856,2024-05-09T12:24:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"130,5,N,0051,5","01829,5,M,N","002414,5,N,5","+0189,5","+0183,5","99999,9",05/09/2024,
72323003856,2024-05-09T12:36:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"999,9,V,0021,5","00305,5,M,N","002414,5,N,5","+0189,5","+0183,5","99999,9",05/09/2024,
72323003856,2024-05-09T12:39:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"110,5,N,0021,5","00305,5,M,N","001207,5,N,5","+0189,5","+0183,5","99999,9",05/09/2024,
72323003856,2024-05-09T12:47:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"220,5,N,0026,5","00183,5,M,N","002816,5,N,5","+0190,5","+0180,5","99999,9",05/09/2024,
72323003856,2024-05-09T12:51:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"999,9,V,0021,5","00183,5,M,N","003219,5,N,5","+0190,5","+0180,5","99999,9",05/09/2024,
72323003856,2024-05-09T12:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"999,9,V,0015,5","00183,5,M,N","004023,5,N,5","+0189,5","+0183,5","10093,5",05/09/2024,
72323003856,2024-05-09T13:02:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"140,5,N,0057,5","00579,5,M,N","004828,5,N,5","+0189,5","+0183,5","99999,9",05/09/2024,
72323003856,2024-05-09T13:07:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"140,5,N,0072,5","00183,5,M,N","008047,5,N,5","+0189,5","+0183,5","99999,9",05/09/2024,
72323003856,2024-05-09T13:30:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"160,5,N,0062,5","03962,5,M,N","016093,5,N,5","+0189,5","+0178,5","99999,9",05/09/2024,
72323003856,2024-05-09T13:45:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"190,5,N,0041,5","03353,5,M,N","016093,5,N,5","+0189,5","+0183,5","99999,9",05/09/2024,
72323003856,2024-05-09T13:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"210,5,N,0031,5","03353,5,M,N","016093,5,N,5","+0189,5","+0178,5","10088,5",05/09/2024,
72323003856,2024-05-09T14:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"170,5,N,0041,5","07010,5,M,N","016093,5,N,5","+0200,5","+0189,5","10089,5",05/09/2024,
72323003856,2024-05-09T15:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"170,1,N,0041,1","99999,9,9,N","016000,1,9,9","+0200,1","+0189,1","10089,1",05/09/2024,
72323003856,2024-05-09T15:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"180,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0222,5","+0189,5","10088,5",05/09/2024,
72323003856,2024-05-09T16:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"240,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0256,5","+0194,5","10086,5",05/09/2024,
72323003856,2024-05-09T17:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"260,5,N,0062,5","22000,5,9,N","016093,5,N,5","+0278,5","+0211,5","10082,5",05/09/2024,
72323003856,2024-05-09T18:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"260,1,N,0062,1","22000,1,9,N","016000,1,9,9","+0278,1","+0211,1","10082,1",05/09/2024,
72323003856,2024-05-09T18:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"300,5,N,0062,5","22000,5,9,N","016093,5,N,5","+0289,5","+0211,5","10081,5",05/09/2024,
72323003856,2024-05-09T19:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"290,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0294,5","+0211,5","10078,5",05/09/2024,
72323003856,2024-05-09T20:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"270,5,N,0051,5","22000,5,9,N","016093,5,N,5","+0306,5","+0200,5","10070,5",05/09/2024,
72323003856,2024-05-09T21:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"270,1,N,0051,1","22000,1,9,N","016000,1,9,9","+0306,1","+0200,1","10070,1",05/09/2024,
72323003856,2024-05-09T21:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"290,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0300,5","+0178,5","10078,5",05/09/2024,
72323003856,2024-05-09T22:02:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"300,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0300,A","+0178,5","99999,9",05/09/2024,
72323003856,2024-05-09T22:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"290,5,N,0046,5","22000,5,9,N","016093,5,N,5","+0300,5","+0172,5","10075,5",05/09/2024,
72323003856,2024-05-09T23:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"310,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0283,5","+0172,5","10074,5",05/09/2024,
72323003856,2024-05-14T00:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"150,1,N,0036,1","99999,9,9,N","016000,1,9,9","+0200,1","+0161,1","10110,1",05/14/2024,
72323003856,2024-05-14T00:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"100,5,N,0031,5","07620,5,M,N","016093,5,N,5","+0189,5","+0167,5","10108,5",05/14/2024,
72323003856,2024-05-14T01:07:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"100,5,N,0036,5","00762,5,M,N","016093,5,N,5","+0194,5","+0167,5","99999,9",05/14/2024,
72323003856,2024-05-14T01:51:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"110,5,N,0041,5","00945,5,M,N","016093,5,N,5","+0190,5","+0160,5","99999,9",05/14/2024,
72323003856,2024-05-14T01:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"110,5,N,0041,5","00945,5,M,N","016093,5,N,5","+0189,5","+0161,5","10102,5",05/14/2024,
72323003856,2024-05-14T02:25:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"110,5,N,0036,5","00884,5,M,N","016093,5,N,5","+0189,5","+0167,5","99999,9",05/14/2024,
72323003856,2024-05-14T02:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"130,5,N,0036,5","00914,5,M,N","016093,5,N,5","+0183,5","+0161,5","10100,5",05/14/2024,
72323003856,2024-05-14T03:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"130,1,N,0036,1","99999,9,9,N","016000,1,9,9","+0183,1","+0161,1","10100,1",05/14/2024,
72323003856,2024-05-14T03:51:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-16,KHSV ,V030,"130,5,N,0051,5","00610,5,M,N","016093,5,N,5","+0190,5","+0160,5","99999,9",05/14/2024,
72323003856,2024-05-14T03:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"130,5,N,0051,5","00610,5,M,N","016093,5,N,5","+0189,5","+0161,5","10089,5",05/14/2024,
72323003856,2024-05-14T04:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"160,5,N,0036,5","00610,5,M,N","016093,5,N,5","+0194,5","+0161,5","10102,5",05/14/2024,
72323003856,2024-05-14T05:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"130,5,N,0051,5","00732,5,M,N","016093,5,N,5","+0194,5","+0161,5","10086,5",05/14/2024,
72323003856,2024-05-14T05:59:00,6,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",SOD  ,KHSV ,V030,"999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",05/14/2024,
72323003856,2024-05-14T06:00:00,4,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-12,99999,V020,"130,1,N,0051,1","99999,9,9,N","016000,1,9,9","+0194,1","+0161,1","10086,1",05/14/2024,
72323003856,2024-05-14T06:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"130,5,N,0051,5","00579,5,M,N","016093,5,N,5","+0194,5","+0161,5","10076,5",05/14/2024,
72323003856,2024-05-14T07:53:00,7,34.64406,-86.78615,190,"HUNTSVILLE INTNL AIRPORT, AL US",FM-15,KHSV ,V030,"160,5,N,0057,5","00549,5,M,N","016093,5,N,5","+0194,5","+0161,5","10081,5",05/14/2024,
